Cron Job ID,Cron Job Name,Expression,URL,Email Me,Log,POST,Status,Prumerny cas provedeni,
97577,Profi-dj.sk Import transakcí z FIO banky,2/30 * * * *,URL CRONU 97577,if execution fail,10240,,enabled,1.851,0
97507,PROFI dj.cz Silverpop Export,1 2 * * *,URL CRONU 97507,if execution fail,10240,,enabled,63.65,0
97494,Profi-dj.cz Aktualizace edit_datetime fotografií,"14 1,3 * * *",URL CRONU 97494,if execution fail,10240,,enabled,0.691,0
90287,Impor florbalstore.cz Update edit_datetime,30 0 * * *,URL CRONU 90287,if execution fail,10240,,enabled,15.023,0
89712,Import.coqui.shoes Update edit_datetime pro synchronizaci,0 2 * * *,URL CRONU 89712,if execution fail,10240,,enabled,1.049,0
89711,Import stavů objednávek coqui.pl,1/30 * * * *,URL CRONU 89711,if execution fail,10240,,enabled,1.122,0
89710,Coqui.sk Import stavů objednávek,19/30 * * * *,URL CRONU 89710,if execution fail,10240,,enabled,2.882,0
89709,Coqui.cz Import stavů objednávek,12/30 * * * *,URL CRONU 89709,if execution fail,10240,,enabled,96.372,0
89708,Coqui.pl Import produktových dat,13/30 * * * *,URL CRONU 89708,if execution fail,10240,,enabled,4.347,0
89707,Coqui.sk Import produktových dat,0/30 * * * *,URL CRONU 89707,if execution fail,10240,,enabled,5.19,0
89706,Coqui.cz Import produktových dat,29/30 * * * *,URL CRONU 89706,if execution fail,10240,,enabled,4.805,0
56665,Check DB,4/5 * * * *,URL CRONU 56665,if execution fail,10240,,enabled,0.291,0
52309,Jadberg.eu Import skladových dostupností,53 1/2 * * *,URL CRONU 52309,if execution fail,10240,,enabled,3.307,0
51887,Aurenis.cz Import produktů,30 2 * * *,URL CRONU 51887,if execution fail,10240,,enabled,31.297,82
43661,Synchro florbal.com,30 6 * * *,URL CRONU 43661,if execution fail,10240,,enabled,52.204,0
43660,Synchro florbalstore.cz,15 6 * * *,URL CRONU 43660,if execution fail,10240,,enabled,63.083,0
42374,Synchronizace profi-dj.cz na profi-dj.sk,15 * * * *,URL CRONU 42374,if execution fail,10240,,enabled,21.731,0
41619,Synchro bambilon.cz,7 0/2 * * *,URL CRONU 41619,if execution fail,10240,,enabled,544.493,413
41617,Synchro florbal.com,48 0/3 * * *,URL CRONU 41617,if execution fail,10240,,disabled,0,0
